,start,end,text,url,name
19,97.72,99.64, Uno es la idea de la categoría.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
20,99.64,107.56," Esta categoría está reglamentada, está sacada del ID que está guardado en el sistema",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
21,107.56,110.52, Alegra para los productos.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
22,110.52,117.8," Lo segundo es que está su tipo de material, su tipo, perdón, placas, marquillas, fotolumicentes,",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
23,117.8,118.8, etcétera.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
24,118.8,125.32," Y su material, polilán, acrílico, capsulado, etcétera.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
25,125.32,130.68," Tiene un área, que es importante porque aquí dependiendo del área se hacen los cálculos",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
26,130.68,134.0," del precio, el precio que está acá.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
27,134.0,141.0, Aquí ustedes pueden ver que dice como una categoría y esto es simplemente la concatenación,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
28,141.0,148.16," de placa y polilán, del tipo, perdón, y el material por un slash.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
29,148.16,160.35999999999999," Como sale ese índice, uno va y crea la función concat, selecciona el primer tipo, punto y",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
30,160.35999999999999,165.51999999999998," coma o coma, en cual sea su caso.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
31,165.51999999999998,171.72," Ponemos el guión entre comillas, punto y coma y ponemos polilán y aquí ya vemos que",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
32,171.72,172.72, funciona.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
33,172.72,177.04, Acá hay un tema y es una sugerencia que hay que tener en cuenta.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
34,177.04,180.16," Hay unas ocasiones, esto en teoría debería ser igual, no?",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
35,180.16,183.6," Si esto es igual a esto, no?",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
36,183.6,188.68," Perdón, aquí dice que es verdadero, pero hay veces donde nosotros estamos buscando",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
37,188.68,191.44, y hacemos esto.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
38,191.44,195.68," Aquí se ven iguales, pero si ustedes pueden ver que ya no es cierto.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
39,195.68,196.68, ¿Por qué?,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
40,196.68,198.6, Porque tiene un espacio de más.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
41,198.6,204.88," Entonces hay que tener en cuenta que para cada columna, sea de señalización que es",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
42,204.88,209.96," este caso, o sea de implementos de señalización digital, que es el siguiente caso, no deben",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
43,209.96,211.92, haber espacios ni al inicio ni al final.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
44,211.92,217.76, Para que no ocurra este inconveniente y no ocurra el error al final.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
45,217.76,222.2," Entonces, por ejemplo, acá le vamos a quitar y ya, no hay problema.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
46,222.2,233.16, Vamos a suponer que queremos agregar un nuevo tamaño para alguno de estos.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
47,233.44,235.44, En este caso vamos a hacer un ejemplo con este polilam.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
48,235.44,241.12," Entonces yo le doy, selecciono toda la columna, le inserto una hacia abajo.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
49,241.12,245.04," Perdón, hacia abajo.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
50,245.04,248.24, Y que es lo que tengo en cuenta?,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
51,248.24,251.07999999999998, Uno es que tiene que tener el mismo índice si es este mismo.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
52,251.07999999999998,254.16," Como ustedes pueden ver, esta categoría está enlazada con el índice.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
53,254.16,256.96," Cuando cambia la categoría, pues cambia el índice.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
54,256.96,257.96, Estos son iguales.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
55,257.96,267.76," En este caso no hay necesidad y aquí yo le puedo crear la, la, pongámosle, no sé,",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
56,267.76,270.2, y pongámosle que son 400.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
57,270.2,272.28, Un ejemplo en este caso.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
58,272.28,276.28," Ahora eso es en este caso que yo quisiera agregar eso, pero yo quiero agregar una nueva,",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
59,276.28,277.28, un nuevo grupo.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
60,277.28,281.4, Lo primero es que tengo que ver qué áreas son las que necesito.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
61,281.4,284.12," Vamos a hacerlo con un, con otro tipo de eso.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
62,284.12,285.12, Vamos a agregar otra marquilla.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
63,286.12,288.76, Vamos a agregar unas marquillas.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
64,288.76,292.36, Me aseguro que tengan la misma nombre del gran grupo.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
65,292.36,299.68," Si ya existen las marquillas, pues utilizo el mismo nombre y que sean de acero.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
66,299.68,304.0," Esto es inventado, pero ahora me dio todos de acero.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
67,304.0,306.16, Me puedo guiar también de esos tamaños.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
68,306.16,312.8, Entonces lo que hago es esto.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
69,312.8,314.24, Y le pongo su precio.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
70,314.36,322.2, Vamos a suponer que en este caso el precio es dos veces el anterior.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
71,322.2,325.04, Y ya.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
72,325.04,326.04, Y aquí viene el tema.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
73,326.04,330.68, Marquillas a cero es una combinación.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
74,330.68,340.68, Entonces vamos a hacer el concat de marquillas punto y coma slash punto y coma a cero.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
75,340.68,347.96, Ahora tendríamos nuestro ID igual que en el mismo estándar del resto.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
76,347.96,349.56, Pero aquí necesita un ID diferente.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
77,349.56,354.52," Yo tendría que ir al sistema Alegra, ver los productos y cuál es el ID que se le corresponde",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
78,354.52,355.52, a eso.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
79,355.52,360.96000000000004, Vamos a poner que este es un 101.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
80,360.96000000000004,370.08," Como ustedes pueden ver, independiente del ID, yo voy a poner un ID mucho mayor.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
81,370.8,373.8, Pasó mucho tiempo y se ganó los productos de otras categorías.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
82,373.8,380.84, Entonces el siguiente consecutivo y se creó esta categoría para guardar.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
83,380.84,381.84, Caso importante.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
84,381.84,382.84, 1.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
85,382.84,388.91999999999996, Tiene que estar este ID en el sistema Alegra y corresponder con esta combinación marquillas,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
86,388.91999999999996,391.59999999999997, a cero para este ejemplo.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
87,391.59999999999997,397.56," Segundo, si ya la categoría existe, yo tengo que respetar como ya está escrita.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
88,397.56,400.4," Si es una placa, ya está escrita, tengo que escribirla igual.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
89,400.4,406.68," Si no es una placa, pues yo ya la puedo escribir como yo quiera y que guarde la ortografía",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
90,406.68,409.04, y semántica que se va a mostrar.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
91,409.04,414.36, Porque esto es lo que se va a mostrar en el sistema del cotizador hacia el cliente.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
92,414.36,416.12, Lo mismo esta parte.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
93,416.12,420.08," Si ustedes pueden ver, pues aquí dice Polilán y Polilán porque tienen el mismo estándar",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
94,420.08,425.0, de escritura y eso ayuda a que se vean mejores en cliente.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
95,426.0,429.76," Entonces digamos que yo ya hice esa modificación, yo ya terminé, lo voy a guardar.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
96,429.76,436.0, Voy a decir que guardar y voy a decir que me reemplace el archivo de precios señalización,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
97,436.0,440.08, que existe.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
98,440.08,442.76, Pero a veces ocurre un tema.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
99,442.76,446.42," Dependiendo del sistema operativo o de las configuraciones del computador, muchas veces",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
100,446.42,453.56," no me guarda eso como un, o sea, por comas, sino separado por punto y coma.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
101,454.12,456.12, Como es en este caso.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
102,456.12,458.92, Aquí está separado por punto y coma.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
103,458.92,463.52, Para corregir este error se puede hacer desde un editor de código como el Studio Code o,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
104,463.52,466.72, desde el mismo blog de notas.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
105,466.72,470.24, Ahorita lo haremos en ese blog de notas y hacemos la modificación.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
106,470.24,474.08, Aquí digamos que yo quiero cambiar un punto y coma.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
107,474.08,483.84, Aquí está un punto y coma por una coma.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
108,483.84,488.47999999999996, Y lo que me reemplace todo.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
109,488.47999999999996,493.4," Ahora, ¿qué recomendación está relacionada a este punto en específico?",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
110,493.4,497.76," Y es que como aquí estamos utilizando coma y punto y coma para separar y toda esa cosa,",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
